|Count|ICD10|ICD10_desc
359|387227|N912|AMENORRHEA, UNSPECIFIED
360|386034|K2950|UNSPECIFIED CHRONIC GASTRITIS WITHOUT BLEEDING
361|385723|F339|MAJOR DEPRESSIVE DISORDER, RECURRENT, UNSPECIFIED
362|382963|Z96652|PRESENCE OF LEFT ARTIFICIAL KNEE JOINT
363|380956|R278|OTHER LACK OF COORDINATION
364|380729|Z951|PRESENCE OF AORTOCORONARY BYPASS GRAFT
365|378733|Z950|PRESENCE OF CARDIAC PACEMAKER
366|378593|Z7689|PERSONS ENCOUNTERING HEALTH SERVICES IN OTHER SPECIFIED CIRCUMSTANCES
367|378046|K5732|DIVERTICULITIS OF LARGE INTESTINE WITHOUT PERFORATION OR ABSCESS WITHOUT BLEEDING
368|377383|N3001|ACUTE CYSTITIS WITH HEMATURIA
369|372978|M7541|IMPINGEMENT SYNDROME OF RIGHT SHOULDER
370|372469|M79604|PAIN IN RIGHT LEG
371|370764|M19011|PRIMARY OSTEOARTHRITIS, RIGHT SHOULDER
372|370635|F4320|ADJUSTMENT DISORDER, UNSPECIFIED
373|370540|C73|MALIGNANT NEOPLASM OF THYROID GLAND
374|369843|Z955|PRESENCE OF CORONARY ANGIOPLASTY IMPLANT AND GRAFT
375|368398|J4520|MILD INTERMITTENT ASTHMA, UNCOMPLICATED
376|367745|M329|SYSTEMIC LUPUS ERYTHEMATOSUS, UNSPECIFIED
377|366691|I872|VENOUS INSUFFICIENCY (CHRONIC) (PERIPHERAL)
378|366151|H5203|HYPERMETROPIA, BILATERAL
379|364941|K635|POLYP OF COLON
380|364907|Z888|ALLERGY STATUS TO OTHER DRUGS, MEDICAMENTS AND BIOLOGICAL SUBSTANCES
381|362180|K648|OTHER HEMORRHOIDS
382|361636|R296|REPEATED FALLS
383|360685|F1010|ALCOHOL ABUSE, UNCOMPLICATED
384|358122|C9110|CHRONIC LYMPHOCYTIC LEUKEMIA OF B-CELL TYPE NOT HAVING ACHIEVED REMISSION
385|354873|K210|GASTRO-ESOPHAGEAL REFLUX DISEASE WITH ESOPHAGITIS
386|354716|C541|MALIGNANT NEOPLASM OF ENDOMETRIUM
387|354303|G5601|CARPAL TUNNEL SYNDROME, RIGHT UPPER LIMB
388|353395|R5382|CHRONIC FATIGUE, UNSPECIFIED
389|352480|R590|LOCALIZED ENLARGED LYMPH NODES
390|352292|D689|COAGULATION DEFECT, UNSPECIFIED
391|350293|R945|ABNORMAL RESULTS OF LIVER FUNCTION STUDIES
392|347401|F4321|ADJUSTMENT DISORDER WITH DEPRESSED MOOD
393|346415|L814|OTHER MELANIN HYPERPIGMENTATION
394|346138|R310|GROSS HEMATURIA
395|345569|F321|MAJOR DEPRESSIVE DISORDER, SINGLE EPISODE, MODERATE
396|344264|E0590|THYROTOXICOSIS, UNSPECIFIED WITHOUT THYROTOXIC CRISIS OR STORM
397|344148|M25531|PAIN IN RIGHT WRIST
398|343955|C3411|MALIGNANT NEOPLASM OF UPPER LOBE, RIGHT BRONCHUS OR LUNG
399|343885|R52|PAIN, UNSPECIFIED
400|343083|C679|MALIGNANT NEOPLASM OF BLADDER, UNSPECIFIED
401|342813|R0609|OTHER FORMS OF DYSPNEA
402|342483|E46|UNSPECIFIED PROTEIN-CALORIE MALNUTRITION
403|342371|F330|MAJOR DEPRESSIVE DISORDER, RECURRENT, MILD
404|341632|B182|CHRONIC VIRAL HEPATITIS C
405|339991|O701|SECOND DEGREE PERINEAL LACERATION DURING DELIVERY
406|339524|K7460|UNSPECIFIED CIRRHOSIS OF LIVER
407|339357|L820|INFLAMED SEBORRHEIC KERATOSIS
408|338954|D61818|OTHER PANCYTOPENIA
409|337185|R41841|COGNITIVE COMMUNICATION DEFICIT
410|337020|S39012A|STRAIN OF MUSCLE, FASCIA AND TENDON OF LOWER BACK, INITIAL ENCOUNTER
411|336305|M47817|SPONDYLOSIS WITHOUT MYELOPATHY OR RADICULOPATHY, LUMBOSACRAL REGION
412|336068|Z885|ALLERGY STATUS TO NARCOTIC AGENT
413|335489|Z681|BODY MASS INDEX [BMI] 19.9 OR LESS, ADULT
414|332914|Z85828|PERSONAL HISTORY OF OTHER MALIGNANT NEOPLASM OF SKIN
415|331163|I481|PERSISTENT ATRIAL FIBRILLATION
416|330026|E440|MODERATE PROTEIN-CALORIE MALNUTRITION
417|327767|I119|HYPERTENSIVE HEART DISEASE WITHOUT HEART FAILURE
418|327611|Z6842|BODY MASS INDEX [BMI] 45.0-49.9, ADULT
419|326474|Z3201|ENCOUNTER FOR PREGNANCY TEST, RESULT POSITIVE
420|326100|G92|TOXIC ENCEPHALOPATHY
421|325052|M79605|PAIN IN LEFT LEG
422|324455|F410|PANIC DISORDER [EPISODIC PAROXYSMAL ANXIETY]
423|323234|Z86718|PERSONAL HISTORY OF OTHER VENOUS THROMBOSIS AND EMBOLISM
424|322316|R279|UNSPECIFIED LACK OF COORDINATION
425|322023|I25119|ATHEROSCLEROTIC HEART DISEASE OF NATIVE CORONARY ARTERY WITH UNSPECIFIED ANGINA PECTORIS
426|319080|S161XXA|STRAIN OF MUSCLE, FASCIA AND TENDON AT NECK LEVEL, INITIAL ENCOUNTER
427|316865|M79641|PAIN IN RIGHT HAND
428|316771|I495|SICK SINUS SYNDROME
429|316383|Z3490|ENCOUNTER FOR SUPERVISION OF NORMAL PREGNANCY, UNSPECIFIED, UNSPECIFIED TRIMESTER
430|316079|I5043|ACUTE ON CHRONIC COMBINED SYSTOLIC (CONGESTIVE) AND DIASTOLIC (CONGESTIVE) HEART FAILURE
431|316038|Z87442|PERSONAL HISTORY OF URINARY CALCULI
432|314521|R609|EDEMA, UNSPECIFIED
433|314420|S134XXA|SPRAIN OF LIGAMENTS OF CERVICAL SPINE, INITIAL ENCOUNTER
434|314026|Z882|ALLERGY STATUS TO SULFONAMIDES
435|313029|H6123|IMPACTED CERUMEN, BILATERAL
436|312680|L600|INGROWING NAIL
437|311622|N950|POSTMENOPAUSAL BLEEDING
438|311232|M4316|SPONDYLOLISTHESIS, LUMBAR REGION
439|310895|C7931|SECONDARY MALIGNANT NEOPLASM OF BRAIN
440|310667|Z3401|ENCOUNTER FOR SUPERVISION OF NORMAL FIRST PREGNANCY, FIRST TRIMESTER
441|310228|Z881|ALLERGY STATUS TO OTHER ANTIBIOTIC AGENTS
442|310154|R040|EPISTAXIS
443|309424|O76|ABNORMALITY IN FETAL HEART RATE AND RHYTHM COMPLICATING LABOR AND DELIVERY
444|309405|L578|OTHER SKIN CHANGES DUE TO CHRONIC EXPOSURE TO NONIONIZING RADIATION
445|309177|E784|OTHER HYPERLIPIDEMIA
446|306650|J342|DEVIATED NASAL SEPTUM
447|306623|M461|SACROILIITIS, NOT ELSEWHERE CLASSIFIED
448|306323|Z3483|ENCOUNTER FOR SUPERVISION OF OTHER NORMAL PREGNANCY, THIRD TRIMESTER
449|306032|J302|OTHER SEASONAL ALLERGIC RHINITIS
450|305467|E282|POLYCYSTIC OVARIAN SYNDROME
451|303755|F3181|BIPOLAR II DISORDER
452|303107|Z029|ENCOUNTER FOR ADMINISTRATIVE EXAMINATIONS, UNSPECIFIED
453|302894|M48062|SPINAL STENOSIS, LUMBAR REGION WITH NEUROGENIC CLAUDICATION
454|301488|R635|ABNORMAL WEIGHT GAIN
455|301210|I255|ISCHEMIC CARDIOMYOPATHY
456|301075|H524|PRESBYOPIA
457|299013|Z3482|ENCOUNTER FOR SUPERVISION OF OTHER NORMAL PREGNANCY, SECOND TRIMESTER
458|298447|M9905|SEGMENTAL AND SOMATIC DYSFUNCTION OF PELVIC REGION
459|298377|E1121|TYPE 2 DIABETES MELLITUS WITH DIABETIC NEPHROPATHY
460|297994|Z202|CONTACT WITH AND (SUSPECTED) EXPOSURE TO INFECTIONS WITH A PREDOMINANTLY SEXUAL MODE OF TRANSMISSION
461|296984|R519|HEADACHE, UNSPECIFIED
462|296863|E1151|TYPE 2 DIABETES MELLITUS WITH DIABETIC PERIPHERAL ANGIOPATHY WITHOUT GANGRENE
463|296094|I6523|OCCLUSION AND STENOSIS OF BILATERAL CAROTID ARTERIES
464|293792|R1012|LEFT UPPER QUADRANT PAIN
465|291961|R32|UNSPECIFIED URINARY INCONTINENCE
466|291925|K429|UMBILICAL HERNIA WITHOUT OBSTRUCTION OR GANGRENE
467|291666|N1330|UNSPECIFIED HYDRONEPHROSIS
468|290370|R7881|BACTEREMIA
469|289042|N921|EXCESSIVE AND FREQUENT MENSTRUATION WITH IRREGULAR CYCLE
470|287864|O480|POST-TERM PREGNANCY
471|287491|N12|TUBULO-INTERSTITIAL NEPHRITIS, NOT SPECIFIED AS ACUTE OR CHRONIC
472|287182|J4540|MODERATE PERSISTENT ASTHMA, UNCOMPLICATED
473|287016|J00|ACUTE NASOPHARYNGITIS [COMMON COLD]
474|287008|R140|ABDOMINAL DISTENSION (GASEOUS)
475|285445|F1920|OTHER PSYCHOACTIVE SUBSTANCE DEPENDENCE, UNCOMPLICATED
476|282869|M19012|PRIMARY OSTEOARTHRITIS, LEFT SHOULDER
477|282473|D508|OTHER IRON DEFICIENCY ANEMIAS
478|282401|M25532|PAIN IN LEFT WRIST
479|280883|Z3480|ENCOUNTER FOR SUPERVISION OF OTHER NORMAL PREGNANCY, UNSPECIFIED TRIMESTER
480|280801|M7542|IMPINGEMENT SYNDROME OF LEFT SHOULDER
481|280466|K589|IRRITABLE BOWEL SYNDROME WITHOUT DIARRHEA
482|279814|J439|EMPHYSEMA, UNSPECIFIED
483|279178|N979|FEMALE INFERTILITY, UNSPECIFIED
484|278825|C259|MALIGNANT NEOPLASM OF PANCREAS, UNSPECIFIED
485|278706|I890|LYMPHEDEMA, NOT ELSEWHERE CLASSIFIED
486|278591|Z302|ENCOUNTER FOR STERILIZATION
487|278201|Z08|ENCOUNTER FOR FOLLOW-UP EXAMINATION AFTER COMPLETED TREATMENT FOR MALIGNANT NEOPLASM
488|277957|M75121|COMPLETE ROTATOR CUFF TEAR OR RUPTURE OF RIGHT SHOULDER, NOT SPECIFIED AS TRAUMATIC
489|277709|R0781|PLEURODYNIA
490|275537|S335XXA|SPRAIN OF LIGAMENTS OF LUMBAR SPINE, INITIAL ENCOUNTER
491|275196|Z111|ENCOUNTER FOR SCREENING FOR RESPIRATORY TUBERCULOSIS
492|274557|Z952|PRESENCE OF PROSTHETIC HEART VALVE
493|273050|K5190|ULCERATIVE COLITIS, UNSPECIFIED, WITHOUT COMPLICATIONS
494|272695|I4820|CHRONIC ATRIAL FIBRILLATION, UNSPECIFIED
495|271888|I951|ORTHOSTATIC HYPOTENSION
496|271850|Z170|ESTROGEN RECEPTOR POSITIVE STATUS [ER+]
497|271680|H353211|EXUDATIVE AGE-RELATED MACULAR DEGENERATION, RIGHT EYE, WITH ACTIVE CHOROIDAL NEOVASCULARIZATION
498|271191|S0181XA|LACERATION WITHOUT FOREIGN BODY OF OTHER PART OF HEAD, INITIAL ENCOUNTER
499|269850|Z3A40|40 WEEKS GESTATION OF PREGNANCY
500|269740|L400|PSORIASIS VULGARIS
501|269465|R062|WHEEZING
502|269073|N938|OTHER SPECIFIED ABNORMAL UTERINE AND VAGINAL BLEEDING
503|268308|J9611|CHRONIC RESPIRATORY FAILURE WITH HYPOXIA
504|268109|A084|VIRAL INTESTINAL INFECTION, UNSPECIFIED
505|268038|K8590|ACUTE PANCREATITIS WITHOUT NECROSIS OR INFECTION, UNSPECIFIED
506|267472|M62838|OTHER MUSCLE SPASM
507|267307|C9200|ACUTE MYELOBLASTIC LEUKEMIA, NOT HAVING ACHIEVED REMISSION
508|267190|O200|THREATENED ABORTION
509|266886|M25521|PAIN IN RIGHT ELBOW
510|266321|C569|MALIGNANT NEOPLASM OF UNSPECIFIED OVARY
511|265725|Z0012|ENCOUNTER FOR ROUTINE CHILD HEALTH EXAMINATION
512|265512|R4701|APHASIA
513|265261|I493|VENTRICULAR PREMATURE DEPOLARIZATION
514|265072|I517|CARDIOMEGALY
515|264005|Z9884|BARIATRIC SURGERY STATUS
516|263222|D469|MYELODYSPLASTIC SYNDROME, UNSPECIFIED
517|262709|E663|OVERWEIGHT
518|262541|F0280|DEMENTIA IN OTHER DISEASES CLASSIFIED ELSEWHERE WITHOUT BEHAVIORAL DISTURBANCE
519|260992|J9622|ACUTE AND CHRONIC RESPIRATORY FAILURE WITH HYPERCAPNIA
520|259340|Z720|TOBACCO USE
521|259323|Z1389|ENCOUNTER FOR SCREENING FOR OTHER DISORDER
522|258737|O99824|STREPTOCOCCUS B CARRIER STATE COMPLICATING CHILDBIRTH
523|257723|I160|HYPERTENSIVE URGENCY
524|257322|Z30430|ENCOUNTER FOR INSERTION OF INTRAUTERINE CONTRACEPTIVE DEVICE
525|257261|O6981X0|LABOR AND DELIVERY COMPLICATED BY CORD AROUND NECK, WITHOUT COMPRESSION, NOT APPLICABLE OR UNSPECIFIED
526|256680|C3412|MALIGNANT NEOPLASM OF UPPER LOBE, LEFT BRONCHUS OR LUNG
527|256446|J0390|ACUTE TONSILLITIS, UNSPECIFIED
528|256076|N281|CYST OF KIDNEY, ACQUIRED
529|256009|E349|ENDOCRINE DISORDER, UNSPECIFIED
530|255953|Z90710|ACQUIRED ABSENCE OF BOTH CERVIX AND UTERUS
531|255701|C187|MALIGNANT NEOPLASM OF SIGMOID COLON
532|255499|H401131|PRIMARY OPEN-ANGLE GLAUCOMA, BILATERAL, MILD STAGE
533|254908|M533|SACROCOCCYGEAL DISORDERS, NOT ELSEWHERE CLASSIFIED
534|254757|O700|FIRST DEGREE PERINEAL LACERATION DURING DELIVERY
535|254671|R413|OTHER AMNESIA
536|254506|I69354|HEMIPLEGIA AND HEMIPARESIS FOLLOWING CEREBRAL INFARCTION AFFECTING LEFT NON-DOMINANT SIDE
537|253920|J9602|ACUTE RESPIRATORY FAILURE WITH HYPERCAPNIA
538|253088|D472|MONOCLONAL GAMMOPATHY
539|252965|Z515|ENCOUNTER FOR PALLIATIVE CARE
540|251717|N644|MASTODYNIA
541|251554|M8580|OTHER SPECIFIED DISORDERS OF BONE DENSITY AND STRUCTURE, UNSPECIFIED SITE
542|250467|M75101|UNSPECIFIED ROTATOR CUFF TEAR OR RUPTURE OF RIGHT SHOULDER, NOT SPECIFIED AS TRAUMATIC
543|250058|J1282|PNEUMONIA DUE TO CORONAVIRUS DISEASE 2019
544|249497|N946|DYSMENORRHEA, UNSPECIFIED
545|249407|Z803|FAMILY HISTORY OF MALIGNANT NEOPLASM OF BREAST
546|247836|Z3A38|38 WEEKS GESTATION OF PREGNANCY
547|246428|Z6843|BODY MASS INDEX [BMI] 50.0-59.9, ADULT
548|246323|R410|DISORIENTATION, UNSPECIFIED
549|246221|E781|PURE HYPERGLYCERIDEMIA
550|245743|F209|SCHIZOPHRENIA, UNSPECIFIED
551|244863|Z130|ENCOUNTER FOR SCREENING FOR DISEASES OF THE BLOOD AND BLOOD-FORMING ORGANS AND CERTAIN DISORDERS INVOLVING THE IMMUNE MECHANISM
552|244602|N393|STRESS INCONTINENCE (FEMALE) (MALE)
553|244516|I132|HYPERTENSIVE HEART AND CHRONIC KIDNEY DISEASE WITH HEART FAILURE AND WITH STAGE 5 CHRONIC KIDNEY DISEASE, OR END STAGE RENAL DISEASE
554|244445|M5431|SCIATICA, RIGHT SIDE
555|244425|Z136|ENCOUNTER FOR SCREENING FOR CARDIOVASCULAR DISORDERS
556|244176|D122|BENIGN NEOPLASM OF ASCENDING COLON
557|244054|R0989|OTHER SPECIFIED SYMPTOMS AND SIGNS INVOLVING THE CIRCULATORY AND RESPIRATORY SYSTEMS
558|243733|R0981|NASAL CONGESTION
559|241563|Z391|ENCOUNTER FOR CARE AND EXAMINATION OF LACTATING MOTHER
560|241158|K5792|DIVERTICULITIS OF INTESTINE, PART UNSPECIFIED, WITHOUT PERFORATION OR ABSCESS WITHOUT BLEEDING
561|240795|R740|NONSPECIFIC ELEVATION OF LEVELS OF TRANSAMINASE AND LACTIC ACID DEHYDROGENASE [LDH]
562|240711|J181|LOBAR PNEUMONIA, UNSPECIFIED ORGANISM
563|238422|Z800|FAMILY HISTORY OF MALIGNANT NEOPLASM OF DIGESTIVE ORGANS
564|238110|F4312|POST-TRAUMATIC STRESS DISORDER, CHRONIC
565|237749|R293|ABNORMAL POSTURE
566|237595|H353221|EXUDATIVE AGE-RELATED MACULAR DEGENERATION, LEFT EYE, WITH ACTIVE CHOROIDAL NEOVASCULARIZATION
567|236790|R29898|OTHER SYMPTOMS AND SIGNS INVOLVING THE MUSCULOSKELETAL SYSTEM
568|236386|I25118|ATHEROSCLEROTIC HEART DISEASE OF NATIVE CORONARY ARTERY WITH OTHER FORMS OF ANGINA PECTORIS
569|236064|N10|ACUTE PYELONEPHRITIS
570|236056|K567|ILEUS, UNSPECIFIED
571|235207|F0391|UNSPECIFIED DEMENTIA WITH BEHAVIORAL DISTURBANCE
572|235143|I499|CARDIAC ARRHYTHMIA, UNSPECIFIED
573|234795|M0609|RHEUMATOID ARTHRITIS WITHOUT RHEUMATOID FACTOR, MULTIPLE SITES
574|234193|K222|ESOPHAGEAL OBSTRUCTION
575|233386|M179|OSTEOARTHRITIS OF KNEE, UNSPECIFIED
576|232676|M5137|OTHER INTERVERTEBRAL DISC DEGENERATION, LUMBOSACRAL REGION
577|231936|N289|DISORDER OF KIDNEY AND URETER, UNSPECIFIED
578|231612|P599|NEONATAL JAUNDICE, UNSPECIFIED
579|231482|R922|INCONCLUSIVE MAMMOGRAM
580|230864|I272|OTHER SECONDARY PULMONARY HYPERTENSION
581|230847|Z331|PREGNANT STATE, INCIDENTAL
582|230603|Z9981|DEPENDENCE ON SUPPLEMENTAL OXYGEN
583|230142|Z96641|PRESENCE OF RIGHT ARTIFICIAL HIP JOINT
584|229550|I714|ABDOMINAL AORTIC ANEURYSM, WITHOUT RUPTURE
585|228778|I2720|PULMONARY HYPERTENSION, UNSPECIFIED
586|228731|L4050|ARTHROPATHIC PSORIASIS, UNSPECIFIED
587|228485|D123|BENIGN NEOPLASM OF TRANSVERSE COLON
588|227584|Z981|ARTHRODESIS STATUS
589|227566|T7840XA|ALLERGY, UNSPECIFIED, INITIAL ENCOUNTER
590|226987|Z7189|OTHER SPECIFIED COUNSELING
591|226948|N840|POLYP OF CORPUS UTERI
592|226646|I69351|HEMIPLEGIA AND HEMIPARESIS FOLLOWING CEREBRAL INFARCTION AFFECTING RIGHT DOMINANT SIDE
593|226018|N1830|CHRONIC KIDNEY DISEASE, STAGE 3 UNSPECIFIED
594|225807|F802|MIXED RECEPTIVE-EXPRESSIVE LANGUAGE DISORDER
595|225410|I5021|ACUTE SYSTOLIC (CONGESTIVE) HEART FAILURE
596|225364|O34211|MATERNAL CARE FOR LOW TRANSVERSE SCAR FROM PREVIOUS CESAREAN DELIVERY
597|224829|L720|EPIDERMAL CYST
598|224705|M25569|PAIN IN UNSPECIFIED KNEE
599|223859|J4530|MILD PERSISTENT ASTHMA, UNCOMPLICATED
600|223386|K2270|BARRETT'S ESOPHAGUS WITHOUT DYSPLASIA
601|223334|J984|OTHER DISORDERS OF LUNG
602|222637|E0500|THYROTOXICOSIS WITH DIFFUSE GOITER WITHOUT THYROTOXIC CRISIS OR STORM
603|222573|Z961|PRESENCE OF INTRAOCULAR LENS
604|222480|R1010|UPPER ABDOMINAL PAIN, UNSPECIFIED
605|221687|M531|CERVICOBRACHIAL SYNDROME
606|220739|S0101XA|LACERATION WITHOUT FOREIGN BODY OF SCALP, INITIAL ENCOUNTER
607|220300|O26893|OTHER SPECIFIED PREGNANCY RELATED CONDITIONS, THIRD TRIMESTER
608|219795|I469|CARDIAC ARREST, CAUSE UNSPECIFIED
609|217903|R768|OTHER SPECIFIED ABNORMAL IMMUNOLOGICAL FINDINGS IN SERUM
610|217792|L659|NONSCARRING HAIR LOSS, UNSPECIFIED
611|217432|H6691|OTITIS MEDIA, UNSPECIFIED, RIGHT EAR
612|216596|M5030|OTHER CERVICAL DISC DEGENERATION, UNSPECIFIED CERVICAL REGION
613|216571|F39|UNSPECIFIED MOOD [AFFECTIVE] DISORDER
614|216516|O80|ENCOUNTER FOR FULL-TERM UNCOMPLICATED DELIVERY
615|216411|G5602|CARPAL TUNNEL SYNDROME, LEFT UPPER LIMB
616|216032|E079|DISORDER OF THYROID, UNSPECIFIED
617|215611|Z3042|ENCOUNTER FOR SURVEILLANCE OF INJECTABLE CONTRACEPTIVE
618|213661|J159|UNSPECIFIED BACTERIAL PNEUMONIA
619|213118|B373|CANDIDIASIS OF VULVA AND VAGINA
620|212856|F10239|ALCOHOL DEPENDENCE WITH WITHDRAWAL, UNSPECIFIED
621|212823|H40003|PREGLAUCOMA, UNSPECIFIED, BILATERAL
622|212209|M25519|PAIN IN UNSPECIFIED SHOULDER
623|211741|O021|MISSED ABORTION
624|211398|M961|POSTLAMINECTOMY SYNDROME, NOT ELSEWHERE CLASSIFIED
625|211283|Z713|DIETARY COUNSELING AND SURVEILLANCE
626|211044|E11649|TYPE 2 DIABETES MELLITUS WITH HYPOGLYCEMIA WITHOUT COMA
627|210667|J050|ACUTE OBSTRUCTIVE LARYNGITIS [CROUP]
628|210563|E1129|TYPE 2 DIABETES MELLITUS WITH OTHER DIABETIC KIDNEY COMPLICATION
629|209495|L509|URTICARIA, UNSPECIFIED
630|208871|I420|DILATED CARDIOMYOPATHY
631|208599|I442|ATRIOVENTRICULAR BLOCK, COMPLETE
632|208535|F05|DELIRIUM DUE TO KNOWN PHYSIOLOGICAL CONDITION
633|208472|I5042|CHRONIC COMBINED SYSTOLIC (CONGESTIVE) AND DIASTOLIC (CONGESTIVE) HEART FAILURE
634|208274|Z933|COLOSTOMY STATUS
635|207495|N182|CHRONIC KIDNEY DISEASE, STAGE 2 (MILD)
636|207018|R011|CARDIAC MURMUR, UNSPECIFIED
637|205723|O09523|SUPERVISION OF ELDERLY MULTIGRAVIDA, THIRD TRIMESTER
638|205479|H6693|OTITIS MEDIA, UNSPECIFIED, BILATERAL
639|205395|C250|MALIGNANT NEOPLASM OF HEAD OF PANCREAS
640|205187|M79642|PAIN IN LEFT HAND
641|204799|O9989|OTHER SPECIFIED DISEASES AND CONDITIONS COMPLICATING PREGNANCY, CHILDBIRTH AND THE PUERPERIUM
642|204680|B9620|UNSPECIFIED ESCHERICHIA COLI [E. COLI] AS THE CAUSE OF DISEASES CLASSIFIED ELSEWHERE
643|204132|M5432|SCIATICA, LEFT SIDE
644|203996|H6692|OTITIS MEDIA, UNSPECIFIED, LEFT EAR
645|203562|Z4889|ENCOUNTER FOR OTHER SPECIFIED SURGICAL AFTERCARE
646|203404|Z741|NEED FOR ASSISTANCE WITH PERSONAL CARE
647|203340|I4819|OTHER PERSISTENT ATRIAL FIBRILLATION
648|203148|Z0101|ENCOUNTER FOR EXAMINATION OF EYES AND VISION WITH ABNORMAL FINDINGS
649|203118|G936|CEREBRAL EDEMA
650|203076|M869|OSTEOMYELITIS, UNSPECIFIED
651|202584|G2581|RESTLESS LEGS SYNDROME
652|202232|Z95810|PRESENCE OF AUTOMATIC (IMPLANTABLE) CARDIAC DEFIBRILLATOR
653|201622|D638|ANEMIA IN OTHER CHRONIC DISEASES CLASSIFIED ELSEWHERE
654|201508|R070|PAIN IN THROAT
655|201033|Z96642|PRESENCE OF LEFT ARTIFICIAL HIP JOINT
656|201025|F10129|ALCOHOL ABUSE WITH INTOXICATION, UNSPECIFIED
657|200803|D693|IMMUNE THROMBOCYTOPENIC PURPURA
658|200292|M62830|MUSCLE SPASM OF BACK
659|199762|Z1329|ENCOUNTER FOR SCREENING FOR OTHER SUSPECTED ENDOCRINE DISORDER
660|199683|I428|OTHER CARDIOMYOPATHIES
661|199649|Z86711|PERSONAL HISTORY OF PULMONARY EMBOLISM
662|199618|F1220|CANNABIS DEPENDENCE, UNCOMPLICATED
663|199595|R221|LOCALIZED SWELLING, MASS AND LUMP, NECK
664|199005|M7711|LATERAL EPICONDYLITIS, RIGHT ELBOW
665|198341|Q211|ATRIAL SEPTAL DEFECT
666|198008|I5031|ACUTE DIASTOLIC (CONGESTIVE) HEART FAILURE
667|197400|N6489|OTHER SPECIFIED DISORDERS OF BREAST
668|197239|D229|MELANOCYTIC NEVI, UNSPECIFIED
669|197189|D709|NEUTROPENIA, UNSPECIFIED
670|196740|J3489|OTHER SPECIFIED DISORDERS OF NOSE AND NASAL SINUSES
671|196465|D251|INTRAMURAL LEIOMYOMA OF UTERUS
672|195912|G43009|MIGRAINE WITHOUT AURA, NOT INTRACTABLE, WITHOUT STATUS MIGRAINOSUS
673|195910|M5117|INTERVERTEBRAL DISC DISORDERS WITH RADICULOPATHY, LUMBOSACRAL REGION
674|195628|K2900|ACUTE GASTRITIS WITHOUT BLEEDING
675|195438|H25813|COMBINED FORMS OF AGE-RELATED CATARACT, BILATERAL
676|195107|M7061|TROCHANTERIC BURSITIS, RIGHT HIP
677|193902|J320|CHRONIC MAXILLARY SINUSITIS
678|193586|C3491|MALIGNANT NEOPLASM OF UNSPECIFIED PART OF RIGHT BRONCHUS OR LUNG
679|193547|M150|PRIMARY GENERALIZED (OSTEO)ARTHRITIS
680|193530|M25522|PAIN IN LEFT ELBOW
681|193234|C44319|BASAL CELL CARCINOMA OF SKIN OF OTHER PARTS OF FACE
682|192356|M6282|RHABDOMYOLYSIS
683|191192|H401132|PRIMARY OPEN-ANGLE GLAUCOMA, BILATERAL, MODERATE STAGE
684|190025|N83201|UNSPECIFIED OVARIAN CYST, RIGHT SIDE
685|189837|I248|OTHER FORMS OF ACUTE ISCHEMIC HEART DISEASE
686|189510|Z3491|ENCOUNTER FOR SUPERVISION OF NORMAL PREGNANCY, UNSPECIFIED, FIRST TRIMESTER
687|189439|J219|ACUTE BRONCHIOLITIS, UNSPECIFIED
688|188970|J310|CHRONIC RHINITIS
689|188409|M4726|OTHER SPONDYLOSIS WITH RADICULOPATHY, LUMBAR REGION
690|188298|I5030|UNSPECIFIED DIASTOLIC (CONGESTIVE) HEART FAILURE
691|188051|L989|DISORDER OF THE SKIN AND SUBCUTANEOUS TISSUE, UNSPECIFIED
692|187421|I21A1|MYOCARDIAL INFARCTION TYPE 2
693|187384|Z833|FAMILY HISTORY OF DIABETES MELLITUS
694|187352|L0390|CELLULITIS, UNSPECIFIED
695|186941|N529|MALE ERECTILE DYSFUNCTION, UNSPECIFIED
696|186828|R6520|SEVERE SEPSIS WITHOUT SEPTIC SHOCK
697|186425|R3129|OTHER MICROSCOPIC HEMATURIA
698|186251|K8000|CALCULUS OF GALLBLADDER WITH ACUTE CHOLECYSTITIS WITHOUT OBSTRUCTION
699|184655|M5450|LOW BACK PAIN, UNSPECIFIED
700|183833|H269|UNSPECIFIED CATARACT
701|183081|L089|LOCAL INFECTION OF THE SKIN AND SUBCUTANEOUS TISSUE, UNSPECIFIED
702|182946|C719|MALIGNANT NEOPLASM OF BRAIN, UNSPECIFIED
703|182455|M064|INFLAMMATORY POLYARTHROPATHY
704|182299|J849|INTERSTITIAL PULMONARY DISEASE, UNSPECIFIED
705|182126|Z8546|PERSONAL HISTORY OF MALIGNANT NEOPLASM OF PROSTATE
706|181699|R399|UNSPECIFIED SYMPTOMS AND SIGNS INVOLVING THE GENITOURINARY SYSTEM
707|181246|F4325|ADJUSTMENT DISORDER WITH MIXED DISTURBANCE OF EMOTIONS AND CONDUCT
708|180308|Z791|LONG TERM (CURRENT) USE OF NON-STEROIDAL ANTI-INFLAMMATORIES (NSAID)
709|179831|C7800|SECONDARY MALIGNANT NEOPLASM OF UNSPECIFIED LUNG
710|179555|F250|SCHIZOAFFECTIVE DISORDER, BIPOLAR TYPE
711|178988|Z3009|ENCOUNTER FOR OTHER GENERAL COUNSELING AND ADVICE ON CONTRACEPTION
712|178943|L409|PSORIASIS, UNSPECIFIED
